"Entity[34030] Report(G000000)", , , , , ,"Entity[34030] Report(G000000[0100])"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(00100)", ,"1251670"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(00400)", ,"2271423"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(00500)", ,"104611"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(00600)", ,"268741"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(00800)", ,"73443"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(01100)", ,"3432406"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(01200)", ,"61000"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(01300)", ,"200962"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(01400)", ,"27253"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(01500)", ,"7950490"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(01600)", ,"1508156"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(01700)", ,"146577"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(01800)", ,"25045"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(01900)", ,"274866"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(02000)", ,"75502"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(02100)", ,"5100"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(02200)", ,"5100"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(02300)", ,"38325"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(02600)", ,"478477"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(02700)", ,"7514741"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(02800)", ,"1247810"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(03100)", ,"4825"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(03200)", ,"1252635"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(03300)", ,"12199782"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(03400)", ,"790962"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(03500)", ,"481822"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(03700)", ,"641111"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(04100)", ,"8981"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(04200)", ,"1922876"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(04400)", ,"3322129"
"HOSPC","hospc_2013_DATA",34030,"G000000","Line(05100)", ,"6954777"
"Entity[34030] Report(G100000)", , , , ,"Entity[34030] Report(G100000[0000])","Entity[34030] Report(G100000[0100])"
"HOSPC","hospc_2013_DATA",34030,"G100000","Line(00100)", ,"8856800"
"HOSPC","hospc_2013_DATA",34030,"G100000","Line(00200)", ,"-1902023"
"HOSPC","hospc_2013_DATA",34030,"G100000","Line(00300)", ,"6954777"
"HOSPC","hospc_2013_DATA",34030,"G100000","Line(00400)","ADDITIONS (CREDIT ADJUSTMENTS)(SPEC"
"HOSPC","hospc_2013_DATA",34030,"G100000","Line(01100)", ,"6954777"
"HOSPC","hospc_2013_DATA",34030,"G100000","Line(01200)","DEDUCTIONS (DEBIT ADJUSTMENTS)(SPEC"
"Entity[34030] Report(G200001)", , , , , ,"Entity[34030] Report(G200001[0100])"
"HOSPC","hospc_2013_DATA",34030,"G200001","Line(00100)", ,"1753010"
"HOSPC","hospc_2013_DATA",34030,"G200001","Line(00200)", ,"2616"
"HOSPC","hospc_2013_DATA",34030,"G200001","Line(00300)", ,"3606983"
"HOSPC","hospc_2013_DATA",34030,"G200001","Line(00400)", ,"903169"
"HOSPC","hospc_2013_DATA",34030,"G200001","Line(00500)", ,"2141517"
"Entity[34030] Report(G200002)", , , , ,"Entity[34030] Report(G200002[0000])","Entity[34030] Report(G200002[0100])","Entity[34030] Report(G200002[0200])"
"HOSPC","hospc_2013_DATA",34030,"G200002","Line(00100)", , ,"9922291"
"HOSPC","hospc_2013_DATA",34030,"G200002","Line(00700)","LOSS FROM PROVIDER #36-1522","847942"
"HOSPC","hospc_2013_DATA",34030,"G200002","Line(00800)", , ,"847942"
"HOSPC","hospc_2013_DATA",34030,"G200002","Line(00900)","DEDUCT (SPECIFY) ROUNDING","3"
"HOSPC","hospc_2013_DATA",34030,"G200002","Line(01000)","COMMUNITY SUPPORT","44572"
"HOSPC","hospc_2013_DATA",34030,"G200002","Line(01100)","INTEREST AND INVESTMENT INCOME","89498"
"HOSPC","hospc_2013_DATA",34030,"G200002","Line(01200)","OTHER PROGRAM INCOME","326842"
"HOSPC","hospc_2013_DATA",34030,"G200002","Line(01300)","MCD ROOM & BOARD REVENUE","2141517"
"HOSPC","hospc_2013_DATA",34030,"G200002","Line(01400)", , ,"2602432"
"HOSPC","hospc_2013_DATA",34030,"G200002","Line(01500)", , ,"8167801"